Numéro JPG page,Numéro de page,Texte
LC_O_120263_1973_0112.jpg,112," machines-outils ; 37 100 machi nes pour rentrer la masse verte ; 8 100 000 t d'engrais chimi ques ; 162 000 motocyclettes ; 75 400 000 m2 de tissus de lin ; des appareils divers, des moyens d'automatisation, des calculatri ces pour 140 millions de rou bles. L'agriculture biélorusse possè de 2 174 kolkhozes et 834 sov khozes qui ont produit, en 1972, 4 600 000 t de céréales, 107 000 t de fibre de lin, 1 400 000 t de betterave sucrière, 12 900 000 t de pommes de terre, 846 000 t de légumes. L'élevage du bétail laitier et de boucherie (près de 5 800 000 bovins) et des porcs (plus de 4 millions de têtes) y est développé. L'assèchement des ter res marécageuses qui occupent presque un tiers de la république offre de vastes perspectives à l'agriculture (la superficie des terres asséchées a atteint 1 751 700 hectares). La Biélorussie possède 27 mé decins et 107 lits d'hôpitaux par 10 000 habitants. En 1972, elle comptait 10 783 écoles d'ensei gnement général avec 1 900 000 élèves ; 28 établissements d'en seignement supérieur avec 146 000 étudiants (155 sur 10 000 habitants) et 130 écoles secondai res spécialisées avec 151 000 élè ves (164 par 10 000 habitants). La république totalise 7 200 bi bliothèques, plus de 6 000 clubs, 14 théâtres, 6 700 installations de projection ; quelque 2 600 livres y paraissent chaque année à plus de 26 millions d'exemplai res, 111 revues à un seul tirage de près de 1 600 000 exemplaires, 168 journaux tirant à plus de 4 millions d'exemplaires. République Socialiste Soviétique d'Ouzbékistan. Fondée le 27 octobre 1924 ; 447 400 km2 ; 12 900 000 habi tants dont: Ouzbeks (64,7%), Russes (12,5%), Tatars (4,8%), Kazakhs (4,6%), Tadjiks (3,8%), Karakalpaks (1,9%), Coréens (1,3%), Ukrainiens (1%). Elle englobe la République autonome de Kara-Kalpakie. La capitale, Tachkent, a 1 504 000 habitants. Le sous-sol de l'Ouzbékistan possède pétrole, gaz, cuivre, minerais polymétalliques, or, bauxites, kaolin, charbon, gypse, marbre, sel de cuisine, potassium, soufre, sables à vitres, matières premières pour la fabrication du ciment, eaux minérales, boues curatives. Les cours d'eau de montagnes ont des ressources énormes d'énergie. Le poisson foisonne dans les cours d'eau et la mer d'Aral, ce qui est impor tant pour la pêche. L'Ouzbékistan est une impor tante contrée industrielle, le prin cipal producteur de coton de l'U.R.S.S. En 1972, il a produit : énergie électrique, 23,5 milliards de kWh ; pétrole, 1 421 900 t ; gaz, 33,7 milliards de m3 ; charbon, 3 907 000 t ; acier, 399 300 t ; laminés de sidérurgie, 336 200 t ; engrais chimiques, 4 922 000 t ; des milliers de tracteurs, cueil- leuses de coton, grues, excava teurs. Il y a en Ouzbékistan 1 042 kolkhozes, 6 de pêche et 322 sov khozes. Plus de 2 800 000 hecta res sont irrigués. La production du coton y domine. On en a rentré 8—624 113"
LC_O_120263_1973_0113.jpg,113," en 1972 plus de 4 700 000 tonnes. La récolte des céréales atteint en viron 960 000 t. La république fournit beaucoup de soie, de riz, de fruits, de raisin, de tabac, de légumes et de. cucurbitacées. La production de l'astrakan est la principale branche de l'éleva ge. Huit millions de moutons et de chèvres paissent toute l'an née dans les pâturages. Il y a aussi des bovins (près de 3 mil lions de têtes), des porcs (340 000), de la volaille. L'Ouzbékistan a 22 médecins et 100 lits d'hôpitaux par 10 000 habitants. Le nombre d'élèves et d'étudiants était en 1972 : 3 500 000 dans 9 353 écoles d'en seignement général : plus de 231 000 (179 par 10 000 habi tants) dans 38 établissements d'enseignement supérieur ; plus de 171 000 élèves (132 par 10 000) dans 165 écoles secon daires spécialisées. La républi que compte 5 822 bibliothèques, 3 400 clubs, 25 théâtres, 4 000 installations de projection ; elle édite plus de 2 000 livres par an, à un tirage de 32 millions d'exem plaires, 124 revues à un seul ti rage de 4 500 000 exemplaires, 225 journaux à un tirage de 3 700 000 exemplaires. République Socialiste Soviétique du Kazakhstan. Fondée le 5 décembre 1936 ; 2 717 300 km2 ; 13 700 000 habi tants dont : Kazakhs (32,4%), Russes (42,8%), Ukrainiens (7,2%), Ouzbeks, Biélorusses, Ouigours, Coréens, Doungans, etc. La capitale, Alma-Ata, a 794 000 habitants ; la plus gran de ville, Karaganda (552 000 h.). Il existe plus de 90 minéraux utiles dans le sous-sol du Kazakh stan : fer, cuivre, plomb, zinc, chromite, vanadium, wolfram, charbon, pétrole, phosphorites, métaux rares, matériaux de cons truction (calcaire, craie, marbre, gypse). La république est riche en ressources énergétiques, elle se ravitaille entièrement en ma tières premières et combustibles locaux. En 1972, la république a pro duit 41,3 milliards de kWh d'é lectricité ; 18 millions de t de pétrole ; 3,5 milliards de m3 de gaz, 74 400 000 t de houille. L'agriculture progresse rapide ment. Après la mise en valeur de 24 millions d'hectares de terres vierges dans le nord, le Kazakh stan est devenu le deuxième producteur de céréales de l'U nion Soviétique (après la Fédéra tion de Russie). Sur les terres ir riguées du sud, on cultive le co ton, le riz, la betterave à sucre, des légumes et des cucurbitacées. Il y a beaucoup de vergers et de vignobles dans les contreforts. C'est l'élevage qui fournit plus de la moitié de la production de l'agriculture. D'immenses trou peaux paissent dans les vastes pâturages : moutons et chèvres (33 500 000 têtes), chameaux, bo vins (7 600 000 têtes) et des che vaux (plus de 1 300 000). Il y a plus de 33 milliards de têtes de volaille. En 1972, la récolte des céréa les a atteint 29 millions de t ; celle du coton brut, 292 000 t ; de la betterave à sucre, 2 400 000 t ; 114"
LC_O_120263_1973_0114.jpg,114," de la pomme de terre, près de 2 millions de t ; des légumes, 822 000 t. La production de la viande a été de 934 800 t, du lait de 3 900 000 t. La république a fourni près de 2 milliards d'œufs et 91 000 t de laine. Il existe dans la république 425 kolkhozes, 26 de pêche et 1 631 sovkhozes. Il y a au Kazakhstan 23 méde cins et 120 lits d'hôpitaux par 10 000 habitants. En 1972, on comptait 3 300 000 élèves dans 10 041 écoles d'enseignement gé néral ; 202 800 étudiants (150 par 10 000 habitants) dans 44 établissements d'enseignement supérieur ; 223 000 élèves (162 par 10 000 habitants) dans 190 écoles secondaires spécialisées. La république possède 8 000 bi bliothèques, 7 300 clubs, 25 théâ tres, 9 000 installations de pro jection. On publie plus de 2 000 livres annuellement à un tirage total de 25 millions d'exemplai res ; 159 revues à un seul tirage de 2 700 000 exemplaires, 361 journaux à un tirage de plus de 4 millions d'exemplaires. République Socialiste Soviétique de Géorgie. Fondée le 25 février 1921 ; 69 700 km2 ; 4 838 000 habitants dont : Géorgiens (66,8%), Os- sètes (3,2%), Abkhaz (1,7%), Arméniens (9,7%), Russes (8,5%), Azerbaïdjanais, Grecs, Juifs, Adjars, Ukrainiens, Kur des, etc. Font partie de la Géor gie les Républiques autonomes d'Abkhazie et d'Adjarie ainsi que la région autonome de l'Ossétie du Sud. La capitale, Tbilissi, a 946 000 habitants. La Géorgie est une contrée de l'industrie minière, de l'énergie hydraulique, des constructions mécaniques en développement, de cultures subtropicales, de vi gnobles et de stations thermales. La production de la Géorgie, en 1972, est caractérisée par les chiffres suivants : 9 988 millions de kWh d'énergie électrique ; 2 160 000 t de charbon ; plus de 1 800 000 t de minerai de man ganèse ; 710 000 t de fonte ; 1 300 000 t d'acier ; 1 million de t de laminés ; 454 000 t de tubes d'acier ; 15 800 voitures ; 561 000 t d'engrais chimiques ; 15 800 000 décalitres de vins fins et de vins de table ; 11 millions de bouteilles de champagnes, plus de 17 milliards de cigarettes, 21 600 t de thé. Il y a en Géorgie 1 234 kol khozes, 5 de pêche et 265 sovkhozes. Les cultures subtro picales, les vignobles et les ver gers occupent 27% de la surface cultivée, un tiers des terres la bourées sont irriguées. On cultive le thé, la vigne, les mandarines, les citrons, l'abrasin, l'eucalyptus, le bambou, le laurier, des tabacs fins. Les céréales occupent envi ron 65% des emblavures. La Géorgie élève des moutons et des chèvres (2 millions de têtes), des bovins (1 500 000 têtes), des porcs (700 000). Par 10 000 habitants il y a 37 médecins et 93 lits d'hôpitaux. En 1972, la Géorgie comptait 4 521 écoles d'enseignement gé néral avec plus d'un million d'é lèves ; 18 établissements d'ensei gnement supérieur avec 86 000 8*"
LC_O_120263_1973_0115.jpg,115," étudiants (180 par 10 000 h.) ; 100 écoles secondaires spéciali sées avec 53 000 élèves (109 par 10 000 habitants). La république possède 3 640 bibliothèques ; plus de 2 100 clubs ; 22 théâ tres ; 1 800 installations de pro jection. 2 500 livres y paraissent par an, tirés à 17 600 000 exem plaires, 116 revues à un seul ti rage de 1 200 000 exemplaires ; 141 journaux sont publiés à un tirage de 3 millions d'exemplai res. République Socialiste Soviétique d'Azerbaïdjan. Fondée le 28 avril 1920 ; 86 600 km2 ; 5 420 000 habitants dont : Azerbaïdjanais (73,8%), Russes (10%), Arméniens( 9,4%), Lesghines (2,7%), Géorgiens, Ju ifs, Galychs. Font partie de l'A- zerbaïdjan la République autono me de Nakhitchévan et la ré gion autonome de Nagorno-Kara- bakh. La capitale, Bakou, a 1 337 00D habitants. Les principales ressources na turelles sont le pétrole de la presqu'île de l'Apchéron et des régions côtières de la Caspien ne (Neftianyé-Kamni) et le gaz naturel de Karadag. Parmi les autres minéraux, il faut citer les minerais de fer, les alunites, le sel gemme, les polymétaux, la pyrite, les matériaux de cons truction (tuf, gravier, sable, ar gile), les eaux minérales. La république possède des ex ploitations pétrolières et des raf fineries, des constructions méca niques, des industries chimique, du gaz, électrotechnique, une métallurgie ferreuse et non ferreuse, une industrie de matériaux de construction. La production a été en 1972 : énergie électrique, 12,7 milliards de kWh ; pétrole, 18 400 000 t ; gaz, 6,9 milliards de m3 ; acier, 748 400 t ; lami nés, 626 000 t ; tubes d'acier, 483 000 t ; acide sulfurique, 132 000 t ; des milliers de pom pes de profondeur, moteurs élec triques, un volume important de ciment, de briques, de pierres tail lées, de béton armé préfabriqué, de tissus et des tapis. On compte en Azerbaïdjan 948 kolkhozes, 7 de pêche, (750 000 quintaux de poisson en 1972) et 428 sovkhozes. La culture des terres, presque entièrement basée sur l'irrigation, est la principale branche agricole. En 1972, la pro duction a été de 859 000 t de cé réales ; de 431 000 t de coton brut ; de 36 000 t de tabac; de 466 000 t de légumes ; de 115 000 t de fruits ; de 235 000 t de raisin. On cultive des fruits, du raisin, on y pratique la sérici culture, l'élevage (viande et lait). La république totalise 1 564 000 bovins dont plus de 607 000 va ches et bufflonnes ; près de 4 700 000 chèvres et moutons. L'aviculture est développée par tout. La république a fourni, en 1972, 95 900 t de viande ; 496 500 t de lait ; 446 millions d'œufs, 7 700 t de laine. Il y a 27 médecins et 94 lits d'hôpitaux en Azerbaïdjan par 10 000 habitants. En 1972, 5 115 écoles d'enseignement général to talisaient 1 500 000 élèves ; 13 établissements d'enseignement su périeur, 100 000 étudiants (183 116"
LC_O_120263_1973_0116.jpg,116," par 10 000 h.) ; 79 écoles secon daires spécialisées, 70 000 élèves (129 par 10 000 h.). La républi que possède 3 000 bibliothèques, 2 200 clubs, 12 théâtres, plus de 2 000 installations de projection ; elle publie 1 300 livres par an à un tirage de 12 200 000 exemplai res ; 147 revues à un seul tirage de 1 500 000 exemplaires et 115 journaux à un tirage de 2 200 000 exemplaires. République Socialiste Soviétique de Lituanie. Fondée le 21 juillet 1940 ; 65 200 km2 ; 3 200 000 habitants dont: Lituaniens (80,1%), Rus ses (8,6%), Polonais (7,7%), Bié lorusses (1,5%), Ukrainiens, Juifs. Vilnius, la capitale, a plus de 409 000 habitants. La république est riche en tour be, en calcaire, en argile. De tout temps, on y a ramassé de l'ambre, résine fossilisée. La pre mière puissante fontaine de pé trole de qualité a jailli en été 1963, noin loin de Klaipeda. La R.S.S. de Lituanie produit des moteurs électriques (348 000 unités en 1972), des machines pour la soudure électrique (79 600), des tissus de coton (38 800 000 m2), de laine (15 100 000 m2), de lin (21 mil lions de m2), des découpeuses à métaux (22 300), des articles de bonneterie, des chalutiers, des turbines, des calculatrices, des té léviseurs, des magnétophones, des bicyclettes, des instruments de mesure et autres, etc. La pêche, l'industrie légère et ali mentaire, l'industrie des maté riaux de construction et du bâtiment y sont développées. Les principales tendances de l'agriculture sont la production de la viande et du lait, ainsi que du lin, de la betterave sucrière, de la pomme de terre et des lé gumes. En 1972, la récolte globale a atteint : céréales, 1 900 000 t ; betterave sucrière, 975 000 t ; pomme de terre, 2 400 000 t. La république possède un assez grand troupeau : presque 1 900 000 bovins et plus de 2 200 000 porcs. Elle a produit, en 1972, 433 300 t de viande et 750 millions d'œufs, 1 612 000 t de lait. Il existe dans la république 1 384 kolkhozes, un kolkhoze de pêche et 299 sovkhozes. La Lituanie compte 30 mé decins et 105 lits d'hôpitaux par 10 000 habitants. En 1972, elle avait 3 432 écoles d'enseignement général avec 600 000 élèves ; 12 établissements d'enseignement su périeur avec 59 000 étudiants (180 par 10 000 habitants) et 79 écoles secondaires spécialisées avec 66 000 élèves (205 par 10 000 habitants), 2 500 biblio thèques, 1 500 clubs, 11 théâtres, 1 500 installations de projection. On y publie près de 2 000 livres par an à un tirage total de 15 mil lions d'exemplaires ; 123 revues à un seul tirage de 2 millions d'exemplaires, 88 journaux à un tirage de 1 800 000 exemplaires. République Socialiste Soviétique de Moldavie. Fondée le 2 août 1940 ; 33 700 km2 ; 3 721 000 habitants dont : Moldaves (64,6%), Ukrainiens 117"
LC_O_120263_1973_0117.jpg,117," (14,2%), Rùsses L>(i'l,6%), Ga- gaouz (3,5:%), Juifs (2,7%), Bul gares : (2,1 % ), Tziganes (0,25 % ). Kichinev, Ta capitale, a 415 000 habitants. Parmi les minéraux utiles, il convient de citer le calcaire, la marne, l'argile, le falun et d'au tres matières premières pour la fabrication des matériaux de construction. On y a prospecté des nappes de pétrole et des gi sements de gaz. L'industrie, surtout alimentaire, tient la vedette dans l'économie. Voici les chiffres qui caractéri sent la production de la républi que pour l'année 1972 : sucre (323 000 t), conserves (1 136 mil lions de boîtes), huile végétale (147 000 t), vin (27 millions de décalitres), cognac (527 000 déca litres). L'industrie légère produit des articles de confection et de bon neterie, des chaussures, des soie ries. Outre la brique, le calcaire, les tuiles, fabriqués avec les ma tières premières locales, l'indus trie des matériaux de construc tion fabrique aussi du ciment, des ardoises, des structures en béton armé préfabriqué. La construc tion des appareils de précision et des machines est en plein dé veloppement. En 1972, la Molda vie a produit 8 000 tracteurs, 69 500 pompes centrifuges, 2 800 machines-outils pour le traite ment du bois, des moteurs élec triques (462 000 kW), des trans formateurs de puissances (60 000 kVa) et quantité d'autres appareils. Les 494 kolkhozes et 213 sov khozes ont fourni, en 1972, 700 000 t de légumes, 3 600 000 t de betterave sucrière, 858 000 t de fruits, 386 000 t de tournesol, beaucoup de raisin, de tabac, de plantes à parfum. L'élevage aussi y est développé : 1 043 000 têtes de bovins, 1 332 000 moutons et chèvres, 1 550 000 porcs. Il y avait, en 1972, par 10 000 habitants, 22 médecins et 99 lits d'hôpitaux, 2 167 écoles d'ensei gnement général avec plus de 800 000 élèves ; 8 établissements d'enseignement supérieur avec 42 800 étudiants (115 par 10 000 habitants), 46 écoles secondaires spécialisées avec 52 800 élèves (142 par 10 000 habitants). La république totalise 1 897 biblio thèques, 1 787 clubs, 8 théâtres, 1 826 installations de projection. On y publie 1 800 livres par an à un tirage total de près de 12,5 millions d'exemplaires ; 81 re vues à un seul tirage de 1 300 000 exemplaires ; 119 journaux à un tirage de 2 millions d'exemplai res. République Socialiste Soviétique de Lettonie. Fondée le 21 juillet 1940 ; 63 700 km2 ; 2 430 000 habitants dont : Lettons (56,8%), Russes (29,8%), Biélorusses (4%), Polo nais (2,7%), Ukrainiens (2,3%), Lituaniens (1,7%), Juifs (1,6%). Riga, la capitale, a 765 000 ha bitants. La Lettonie possède une indus trie multisectorielle : chimie et pétrochimie, industrie du livre, constructions mécaniques, usina ge des métaux, constructions na vales, industries du traitement du bois, légère et alimentaire. Les constructions mécaniques four- 118"
LC_O_120263_1973_0118.jpg,118," nissent environ 1/4 de toute la production industrielle. En 1972, la Lettonie a produit 2,3 milliards de kWh d'électricité. On a fabriqué des trains de ban lieue (le quart de toute la produc tion soviétique), des wagons de voyageurs (596), 250 tramways, 3 400 microbus, des machines ag ricoles, des appareils téléphoni ques, des ampoules électriques, des chargeurs universels, des mo teurs diesel, des stations télégra phiques de réception automatique des télégrammes, des postes de radio, des réchauds électriques, des articles en caoutchouc à des tination industrielle, des produits pharmaceutiques, des articles de bonneterie, des meubles, du pa pier, etc. N'oublions pas la pê che (plus de 400 000 tonnes, près d'un tiers de la production sovié tique des sprats, harengs). Men tionnons aussi la production bien développée de la viande et du lait. L'agriculture de la Lettonie est spécialisée dans l'élevage des va ches à lait, du bétail de race et dans la production du bacon. Les terres labourables occupent en viron la moitié de toute la super ficie dont 65% sont des embla- vures, le reste étant des champs pour les foins, des prés et des pâturages. Ces terres donnent principalement du fourrage et leur exploitation est subordonnée à l'élevage qui tient la première place dans la production agrico le. Les 641 kolkhozes, 14 de pê che et 230 sovkhozes fournissent les produits de l'agriculture. La république a 1 288 000 bo vins (dont 595 000 vaches), 1 136 000 porcs, 330 000 mou tons, 6 616 000 têtes de volaille. La récolte globale de céréales s'est chiffrée en 1972 à 972 000 t On a rentré 5 000 t de fibre de lin, 294 000 t de betterave sucrière, 1 500 000 t de pommes de terre et 234 000 t de légu mes. Il y a en Lettonie 37 médecins et 120 lits d'hôpitaux par 10 000 habitants. En 1972, il y avait 363 000 élèves dans 1 203 écoles d'enseignement général, 42 500 étudiants (174 par 10 000 habi tants) dans 10 établissements d'en seignement supérieur et 39 300 élèves (161 par 10 000 h.) dans 54 écoles secondaires spécialisées. La république totalise 1 600 bb bliothèques, plus de 1 000 clubs, 10 théâtres, 1 300 installations de projection. Elle édite près de 2 400 livres par an, 16 millions de volumes au total ; 98 revues à un seul tirage de près de 2 mil lions d'exemplaires 76 journaux à un tirage de 1 300 000 exem plaires. République Socialiste Soviétique de Kirghizie. Fondée le 5 décembre 1936 ; 198 500 km2 ; 3 145 000 habi tants dont : Kirghiz (43,8%), Russes (29,2%), Ouzbeks (11,3%), Ukrainiens (4,l%),Ta- tars (2,4%), Ouigours, Kazakhs, Tadjiks. La capitale, Frounzé, a 463 000 habitants. Parmi les minéraux utiles, il convient de citer particulièrement le mercure, l'antimoine, la houil le, le pétrole, le gaz naturel, le plomb, le zinc. Les cours d'eau 119"
LC_O_120263_1973_0119.jpg,119," possèdent de très riches réserves d'énergie. Dans la division nationale du travail, la république est un pro ducteur de métaux non ferreux et de l'énergie électrique en déve loppement rapide. En tête vient l'extraction de l'antimoine et du mercure, puis celle des minerais de zinc et de plomb. En 1972, la Kirghizie a produit 4 060 mil lions de kWh d'énergie électri que, 3 827 000 t de houille, 395 millions de m3 de gaz, 2 292 ma chines-outils, de divers types d'articles électrotechniques, des appareils, des véhicules, beau coup de machines agricoles, des matériaux de construction, des cuirs et peaux bruts, tissus de laine et de soie. L'élevage alpin, surtout des moutons à toison fine et semi-fi ne, du gros bétail à cornes, des chevaux de race, détient une pla ce importante. En 1972, la république comp tait plus de 9 700 000 moutons et chèvres, 935 800 bovins (laitier et de boucherie), plus de 264 000 chevaux. L'élevage des porcs (283 600 têtes), des lapins, des abeilles y est largement pratiqué. En 1972, la récolte globale du coton a été de 189 000 t, celle de la betterave d'environ 1 825 000 t, des céréales de 1 168 000 t. La Kirghizie couvre elle-même ses besoins en blé. Sur les terres ir riguées poussent des plantes in dustrielles : kénaf, chanvre méri dional, pavot médicinal et tabac ; l'arboriculture fruitière et la vi ticulture ainsi que la séricicultu re sont également développées. La république totalise 236 kol khozes et 109 sovkhozes. Par 10 000 habitants, il y a dans la république 21 médecins et 110 lits d'hôpitaux. En 1972, il y avait 1 810 écoles d'enseigne ment général avec 823 000 élè ves ; 9 établissements d'enseigne ment supérieur avec 49 200 étu diants (156 par 10 000 habi tants) ; 36 écoles secondaires spécialisées avec 41 900 élèves (133 par 10 000 habitants). La population a à sa disposition 1 400 bibliothèques, 1 039 clubs, 6 théâtres, 1 100 installations de projection ; près de 1 000 livres paraissent chaque année à un ti rage total de 6 400 000 exemplai res ; 46 revues à un seul tirage de 723 000 exemplaires, 90 journaux à un tirage de 960 000 exemplai res. République Socialiste Soviétique du Tadjikistan. Fondée le 5 décembre 1929 ; 143 100 km2 ; 3 200 000 habi tants dont : Tadjiks (56,2%), Ouzbeks (23%), Russes (11,9%), Kirghiz (1,2%), Ukrainiens (1,1%), Kazakhs (0,3%). Elle comprend la Région autonome de Gorno-Badakhchan. Douchanbé, la capitale, a 411 000 habitants. Le sous-sol contient du char bon, du pétrole, du gaz, du mi nerai de fer, des minerais poly- métalliques, du plomb et du zinc, du minerai d'aluminium, de l'or et des pierres précieuses, des gisements de sel gemme et des matières premières pour la production des matériaux de construction, beaucoup de sour ces minérales. Les branches clé 120"
LC_O_120263_1973_0120.jpg,120," de l'économie sont les industries légère (textile) et alimentaire. L'extraction du charbon, du pé trole, du zinc, du plomb, du wol fram, l'enrichissement des mine rais, la production des matériaux de construction, l'usinage des métaux, les constructions méca niques et l'électrotechnique se développent rapidement. En 1972, il a été produit : énergie électrique, 3 548 millions de kWh ; pétrole, 198 000 t ; gaz, 498 millions de m3 ; charbon, 900 000 t ; transformateurs de puissance, 1 763 000 kVa ; ci ment, 967 000 t ; structures en béton armé, 600 000 m3 ; bri ques, 313 millions ; ardoises, 66 millions ; fibre de coton, 257 000 t ; cotonnades, 78 mil lions de m2 ; soierie, 43 millions de m2 ; tapisserie, 3 500 000 m2. Les principales branches de l'agriculture sont le coton, la sériciculture, l'arboriculture frui tière et la viticulture, et dans les régions montagneuses, les céréa les (blé, orge) et l'élevage. 743 000 t de coton brut ont été stockés en 1972. Citons aussi le géranium, le sésame, le tabac. Le Tadjikistan est le principal pro ducteur d'huile de géranium en U.R.S.S. Pour ce qui est de l'élevage, il faut mentionner particulière ment celui des moutons, dont le mouton karakul (250 000 peaux teintes par an). Le troupeau de bétail produc tif était le suivant : 1 060 000 bo vins (dont 405 000 vaches), 95 000 porcs, 2 700 000 moutons et chèvres. En 1972, la production de la viande a atteint 70 700 t ; celle du lait, 314 000 t ; la laine 5 004 t ; des œufs, 166 millions. La république compte 265 kol khozes et 107 sovkhozes. Elle a 16 médecins et 98 lits d'hôpitaux par 10 000 habitants. En 1972, il y avait 846 000 élè ves dans 3 088 écoles d'enseigne ment général, 46 200 étudiants (149 par 10 000 habitants) dans ses 7 établissements d'enseigne ment supérieur ; 36 700 élèves (118 par 10 000 habitants) dans les 36 écoles secondaires spécia lisées. On dénombre au Tadji kistan 1 163 bibliothèques, 929 clubs, 10 théâtres, plus de 1 000 installations de projection ; on y édite 720 livres par an, 5,7 mil lions d'exemplaires au total ; 42 revues à un seul tirage de 460 000 exemplaires, 60 journaux à un ti rage de 958 000 exemplaires. République Socialiste Soviétique d'Arménie. Fondée le 29 novembre 1920 ; 29 800 km2 ; 2 672 000 habitants dont : Arméniens (88,6%), Azer baïdjanais (5,9%), Russes (2,7%), Kurdes (1,5%), Ukrainiens, Grecs, Aïssores. La capitale, Erévan, a 843 000 habitants. La métallurgie non ferreuse, l'industrie chimique et l'électro technique sont évoluées. L'Armé nie a produit en 1972 du cuivre brut et raffiné, des concentrés de molybdène, de l'aluminium, du caoutchouc synthétique, des en grais chimiques (345 000 t), des vernis et des colorants, de l'aci- 121"
LC_O_120263_1973_0121.jpg,121," de sulfurique (84 400 t), des fi bres chimiques (7 800 t), des transformateurs (5 020 000 kVa), des générateurs à courant alter natif (1 021 000 kW), des turbi nes hydrauliques, des compres seurs, des découpeuses à métaux (11 600), des moyens d'automati sation, des centrales électriques mobiles, des pneus, du ciment. Les matières premières locales permettent de développer l'indus trie textile, celle des cuirs, peaux et chaussures, la fabrication du vin, les conserveries. En 1972, la république a produit : tissus de coton, 68 600 000 m2 ; de laine, 6 millions de m2 ; de soie, 13 500 000 m2 ; tapisserie, 1 620 000 m2 ; conserves, 260 mil lions de boîtes ; vin, 9 millions de décalitres ; énergie électrique, 7 516 millions de kWh. 265 sovkhozes et 475 kolkho zes fournissent les produits agri coles. Cinquante pour cent des superficies sont ensemencées en céréales, les plantes fourragères couvrent de grandes surfaces. Les légumes, les plantes à parfum sont cultivés essentiellement dans la vallée de l'Ararat ; les cultures de la zone subtropicale aride (amandes, figues, grenades, oli ves), les plantations de mûriers, les vignobles et les vergers, les principales plantations de tabac poussent au pied des montagnes (jusqu'à 1 400 m). Plus haut, on cultive les céréales (jusqu'à 2 300 m), la betterave sucrière, la pomme de terre, par endroits le tabac. De vastes alpages, où vien nent paître principalement les moutons, s'étendent au-dessus de 2 300 m et jusqu'aux neiges éter nelles. L'agriculture a produit en 1972 : céréales, 261 000 t ; légu mes, 302 000 t ; fruits, 71 000 t ; raisin, 104 000 t. En 1972, le cheptel de la ré publique était composé de 713 000 bovins dont 283 500 va ches, de 150 000 porcs, de 2 318 000 chèvres et moutons. Cette même année, on a produit 54 500 t de viande, 407 600 t de lait, 272 millions d'oeufs, 4 100 t de laine. Par 10 000 habitants, l'Armé nie a 30 médecins et 86 lits d'hô pitaux. En 1972, on y comptait 677 600 élèves dans 1 511 écoles d'enseignement général ; 53 900 étudiants (200 par 10 000 habi tants) dans les 12 établissements d'enseignement supérieur ; 50 200 élèves (188 par 10 000 habitants) dans les 59 écoles secondaires spécialisées. La république possè de 1 266 bibliothèques ; 1 100 clubs, 14 théâtres, 752 installa tions de projection ; elle publie 1 100 livres, par an, 10 500 000 volumes au total, 104 revues à un seul tirage de 864 000 exem plaires, 75 journaux à un tirage de 1 200 000 exemplaires. République Socialiste Soviétique de Turkménie. Fondée le 27 octobre 1924 ; 488 100 km2 ; 2 364 000 habi tants dont : Turkmènes (65,6%), Russes (14,5%), Ouzbeks (8,3%), Kazakhs (3,2%), Tatars (1,7%), Ukrainiens (1,6%), Arméniens (1,1%). La capitale, Achkhabad, a 273 000 habitants. 122"
